province;red;green;blue;
7286;168;209;148;Reserved - CA Wastes
7287;171;197;209;Reserved - India Wastes
7288;122;40;55;Reserved - India Wastes
7289;226;118;99;Reserved - India Wastes
7290;226;118;99;Reserved - India Wastes
7291;209;185;8;Reserved - India Wastes
7292;206;188;134;Reserved - India Wastes
7293;206;188;134;Reserved - India Wastes
7294;224;32;29;Reserved - India Wastes
7295;209;159;89;Reserved - India Wastes
7296;255;165;220;Reserved - India Wastes
7297;224;63;42;Reserved - India Wastes
7298;224;26;63;Reserved - India Wastes
7299;134;218;224;Reserved - India Wastes
7300;180;224;92;Reserved - India Wastes
7301;96;113;224;Reserved - India Wastes
7302;224;186;154;Reserved - India Wastes
7303;174;224;114;Reserved - India Wastes
7304;255;228;175;Reserved - India Wastes
7305;85;150;98;Reserved - India Wastes
7306;51;112;62;Reserved - India
7307;255;26;10;Reserved - India
7308;198;126;229;Reserved - India
7309;126;221;119;Reserved - Iran
7310;126;221;119;Reserved - Iran
7311;226;222;97;Reserved - Iran
7312;98;137;86;Reserved - Iran
7313;135;69;41;Reserved - Iran
7314;193;108;154;Reserved - Iran Wastes
7315;179;141;191;Reserved - Iran Wastes
7316;224;164;118;Reserved - Iran Wastes
7317;103;127;26;Reserved - Iran Wastes
7318;137;118;137;Reserved - Iran Wastes
7319;176;255;173;Reserved - Iran Wastes
7320;224;115;98;Reserved - Iran Wastes
7321;182;221;130;Reserved - Iran Wastes
7322;226;81;52;Reserved - Iran Wastes
7323;183;154;164;Reserved - Europe Wastes
7324;183;40;78;Reserved - Georgia Wastes
7325;132;82;155;Reserved - Europe Wastes
7326;130;82;78;Reserved - Europe Wastes
7327;130;110;33;Reserved - Europe Wastes
7328;120;130;109;Reserved - Europe Wastes
7329;110;130;46;Reserved - Europe Wastes
7330;130;89;39;Reserved - Europe Wastes
7331;76;130;66;Reserved - Europe Wastes
7332;80;130;42;Reserved - Europe Wastes
7333;130;79;92;Reserved - Europe Wastes
7334;72;130;31;Reserved - Europe Wastes
7335;120;130;107;Reserved - Europe Wastes
7336;62;130;46;Reserved - Europe Wastes
7337;127;130;54;Reserved - Europe Wastes
7338;125;130;70;Reserved - Europe Wastes
7339;127;110;53;Reserved - Europe Wastes
7340;191;107;59;Reserved - Europe Wastes
7341;151;191;149;Reserved - Europe Wastes
7342;191;163;128;Reserved - Europe Wastes
7343;188;168;103;Reserved - Europe Wastes
7344;188;100;150;Reserved - Europe Wastes
7345;160;188;171;Reserved - Europe Wastes
7346;129;188;90;Reserved - Europe Wastes
7347;175;116;107;Reserved - Europe Wastes
7348;175;95;144;Reserved - Europe Wastes
7349;100;131;175;Reserved - Europe Wastes
7350;158;175;29;Reserved - Europe Wastes
7351;173;173;72;Reserved - Europe Wastes
7352;173;112;81;Reserved - Europe Wastes
7353;39;173;64;Reserved - Europe Wastes
7354;173;126;17;Reserved - Europe Wastes
7355;173;133;166;Reserved - Europe Wastes
7356;140;109;173;Reserved - Europe Wastes
7357;162;173;107;Reserved - Europe Wastes
7358;55;173;83;Reserved - Europe Wastes
7359;173;164;93;Reserved - Europe Wastes
7360;118;155;97;Reserved - NA Wastes
7361;137;155;73;Reserved - NA Wastes
7362;155;120;24;Reserved - NA Wastes
7363;155;127;129;Reserved - NA Wastes
7364;126;155;71;Reserved - NA Wastes
7365;155;111;133;Reserved - NA Wastes
7366;155;134;108;Reserved - NA Wastes
7367;147;155;88;Reserved - NA Wastes
7368;91;127;65;Reserved - Europe Wastes
7369;114;124;127;Reserved - Europe Wastes
7370;124;127;67;Reserved - Europe Wastes
7371;21;28;15;Reserved - Europe Wastes
7372;10;28;15;Reserved - Europe Wastes
7373;11;28;19;Reserved - Europe Wastes
7374;164;178;94;Reserved - Europe Wastes
7375;149;178;159;Reserved - Europe Wastes
7376;164;82;178;Reserved - Europe Wastes
7377;129;163;78;Reserved - Europe Wastes
7378;163;132;130;Reserved - Europe Wastes
7379;122;191;110;Reserved - Europe Wastes
7380;137;191;158;Reserved - Europe Wastes
7381;158;191;139;Reserved - Europe Wastes
7382;78;191;93;Reserved - Europe Wastes
7383;204;167;185;Reserved - Europe Wastes
7384;183;188;86;Reserved - Europe Wastes
7385;102;186;140;Reserved - Europe Wastes
7386;186;160;176;Reserved - Europe Wastes
7387;152;186;94;Reserved - Europe Wastes
7388;139;155;186;Reserved - Europe Wastes
7389;137;127;35;Reserved - CA Wastes
7390;153;120;146;Reserved - Europe Wastes
7391;170;93;115;Reserved - Europe Wastes
7392;153;82;116;Reserved - Europe Wastes
7393;107;153;143;Reserved - Europe Wastes
7394;68;153;95;Reserved - Europe Wastes
7395;64;153;98;Reserved - Europe Wastes
7396;153;123;87;Reserved - Europe Wastes
7397;135;110;116;Reserved - Europe Wastes
7398;76;153;85;Reserved - Europe Wastes
7399;124;87;88;Reserved - Iran Wastes
7400;124;100;83;Reserved - Iran Wastes
7401;99;124;62;Reserved - Iran Wastes
7402;62;124;98;Reserved - Iran
7403;156;224;132;Reserved - Iran
7404;249;220;179;Reserved - Algeria
7405;255;204;127;Reserved - Algeria
7406;209;255;153;Reserved - Algeria
7407;170;198;255;Reserved - Algeria
7408;69;114;89;Reserved - Algeria
7409;251;178;255;Reserved - Algeria
7410;104;255;177;Reserved - Algeria
7411;73;76;57;Reserved - Algeria
7412;39;73;42;Reserved - Morroco
7413;178;195;234;Reserved - Morroco
7414;200;232;120;Reserved - Morroco Waste
7415;229;131;89;Reserved - Morroco Waste
7416;147;83;79;Reserved - Morroco Waste
7417;132;178;94;Reserved - Morroco Waste
7418;53;178;105;Reserved - Morroco Waste
7419;171;174;178;Reserved - Algeria Waste
7420;165;178;155;Reserved - Algeria Waste
7421;110;178;76;Reserved - Algeria Waste
7422;108;178;157;Reserved - Algeria Waste
7423;178;149;150;Reserved - Algeria Waste
7424;98;178;147;Reserved - Algeria Waste
7425;92;117;178;Reserved - Algeria Waste
7426;172;130;178;Reserved - Algeria Waste
7427;176;178;57;Reserved - Algeria Waste
7428;132;146;178;Reserved - Algeria Waste
7429;116;178;155;Reserved - Algeria Waste
7430;175;105;112;Reserved - Algeria Waste
7431;33;175;33;Reserved - Algeria Waste
7432;119;175;75;Reserved - Algeria Waste
7433;164;175;73;Reserved - Algeria Waste
7434;137;123;175;Reserved - Algeria Waste
7435;247;89;162;Reserved - Algeria Waste
7436;230;247;173;Reserved - Algeria Waste
7437;244;217;247;Reserved - Algeria Waste
7438;150;247;108;Reserved - Algeria Waste
7439;247;234;244;Reserved - Algeria Waste
7440;221;161;244;Reserved - Algeria Waste
7441;149;244;132;Reserved - Algeria Waste
7442;144;244;199;Reserved - Algeria Waste
7443;244;83;193;Reserved - Algeria Waste
7444;247;139;89;Reserved - Algeria Waste
7445;242;247;243;Reserved - Algeria Waste
7446;247;212;185;Reserved - Algeria Waste
7447;247;173;237;Reserved - Algeria Waste
7448;168;247;169;Reserved - Algeria Waste
7449;241;247;232;Reserved - Algeria Waste
7450;138;244;122;Reserved - Algeria Waste
7451;244;162;115;Reserved - Algeria Waste
7452;20;203;206;Reserved - Algeria Waste
7453;158;178;108;Reserved - Algeria Waste
7454;178;172;83;Reserved - Algeria Waste
7455;244;160;51;Reserved - Algeria
7456;171;244;88;Reserved - Algeria
7457;225;244;188;Reserved - Algeria
7458;161;159;244;Reserved - Algeria
7459;175;15;26;Reserved - Sahara Waste
7460;107;108;124;Reserved - Sahara Waste
7461;119;110;63;Reserved - Sahara Waste
7462;170;134;140;Reserved - Sahara
7463;212;249;212;Reserved - Sahara
7464;193;244;178;Reserved - Sahara
7465;220;244;237;Reserved - Sahara
7466;92;168;145;Reserved - Sahara
7467;112;160;130;Reserved - Sahara
7468;198;189;91;Reserved - Sahara
7469;226;113;81;Reserved - Sahara
7470;124;59;49;Reserved - Sahara
7471;108;178;51;Reserved - Sahara
7472;178;64;62;Reserved - Sahara
7473;97;122;55;Reserved - Sahara
7474;117;124;101;Reserved - Sahara
7475;106;124;87;Reserved - Sahara
7476;75;122;73;Reserved - Sahara
7477;175;78;61;Reserved - Sahara
7478;129;198;127;Reserved - Sahara
7479;124;95;27;Reserved - Sahara
7480;124;104;98;Reserved - Sahara
7481;175;68;90;Reserved - Sahara
7482;63;48;124;Reserved - Sahara
7483;150;173;123;Reserved - Sahara
7484;173;79;103;Reserved - Sahara
7485;181;74;145;Reserved - Sahara
7486;122;121;119;Reserved - Sahara
7487;181;136;105;Reserved - Sahara
7488;83;86;73;Reserved - Sahara
7489;86;33;50;Reserved - Sahara
7490;121;181;117;Reserved - Sahara
7491;178;176;66;Reserved - Sahara Wastes
7492;176;178;130;Reserved - Sahara Wastes
7493;159;178;112;Reserved - Sahara Wastes
7494;178;61;53;Reserved - Sahara Wastes
7495;147;178;114;Reserved - Afghan Wastes
7496;112;138;178;Reserved - Afghanistan
7497;178;163;105;Reserved - Afghanistan
7498;178;83;83;Reserved - Europe Wastes
7499;149;178;163;Reserved - Europe Wastes
7500;49;150;63;Reserved - Europe Wastes
7501;150;93;85;Reserved - Europe Wastes
7502;150;19;130;Reserved - Levant
7503;232;167;202;Reserved - Levant
7504;202;232;134;Reserved - Levant
7505;232;179;169;Reserved - Levant
7506;229;232;78;Reserved - Levant
7507;181;232;178;Reserved - Libya
7508;92;132;78;Reserved - Libya
7509;130;100;67;Reserved - Libya
7510;130;39;37;Reserved - Iraq
7511;130;50;99;Reserved - Iraq
7512;130;114;27;Reserved - Iraq
7513;130;122;113;Reserved - Iraq
7514;130;115;40;Reserved - Iran
7515;130;84;74;Reserved - Iran
7516;130;117;24;Reserved - Iran
7517;49;52;130;Reserved - Iran
7518;130;35;32;Reserved - Iran
7519;247;71;133;Reserved - Arabia
7520;244;210;88;Reserved - Arabia
7521;244;217;134;Reserved - Arabia
7522;244;208;226;Reserved - Iran Wastes
7523;211;46;244;Reserved - Iran Wastes
7524;226;221;113;Reserved - Iran Wastes
7525;211;226;222;Reserved - Iran Wastes
7526;118;224;129;Reserved - Iran Wastes
7527;170;144;66;Reserved - Iran
7528;123;170;125;Reserved - Afghanistan
7529;77;102;72;Reserved - Sahara
7530;184;196;109;Reserved - Sahara
7531;77;102;72;Reserved - Sahara
7532;130;46;106;Reserved - Libya
7533;132;71;81;Reserved - Sahara
7534;242;114;82;Reserved - Nepal
7535;221;126;199;Reserved - Afghanistan
7536;206;226;216;Reserved - Korea
7537;155;131;65;Reserved - Korea
7538;142;155;66;Reserved - Korea
7539;255;112;121;Reserved - Korea
7540;221;255;71;Reserved - Korea
7541;255;104;84;Reserved - Korea
7542;226;209;120;Reserved - Manchuria
7543;180;222;247;Reserved - Manchuria
7544;225;220;226;Reserved - Manchuria
7545;109;106;124;Reserved - Korea Waste
7546;194;226;113;Reserved - Korea Waste
7547;209;229;169;Reserved - Korea Waste
7548;247;96;114;Reserved - Korea Waste
7549;89;247;199;Reserved - Korea Waste
7550;59;221;140;Reserved - Korea Waste
7551;226;194;63;Reserved - Manchuria
7552;229;149;220;Reserved - Korea Waste
7553;142;226;172;Reserved - Korea Waste
7554;90;221;117;Reserved - Korea Waste
7555;213;219;107;Reserved - Korea Waste
7556;213;219;107;Reserved - Korea Waste
7557;159;255;158;Reserved - Korea Waste
7558;247;234;255;Reserved - Korea Waste
7559;153;79;129;Reserved - Korea Waste
7560;94;153;90;Reserved - Korea Waste
7561;204;246;255;Reserved - Korea Waste
7562;255;132;191;Reserved - Korea Waste
7563;122;255;104;Reserved - Korea Waste
7564;148;224;170;Reserved - Korea Waste
7566;249;246;207;Reserved - Korea Waste
7567;223;255;178;Reserved - Korea Waste
7568;176;226;145;Reserved - Korea Waste
7569;153;170;141;Reserved - Korea Waste
7570;25;223;226;Reserved - Korea Waste
7571;200;255;150;Reserved - Korea Waste
7572;218;255;140;Reserved - Korea Waste
7573;140;255;161;Reserved - Korea Waste
7574;149;255;114;Reserved - Korea Waste
7575;160;170;80;Reserved - Korea Waste
7576;130;226;127;Reserved - Korea Waste
7577;67;124;41;Reserved - Korea Waste
7578;112;124;114;Reserved - Korea Waste
7579;67;124;41;Reserved - Korea Waste
7580;84;122;58;Reserved - Korea Waste
7581;220;104;226;Reserved - Korea Waste
7582;73;50;48;Reserved - Korea Waste
7583;191;226;147;Reserved - Korea Waste
7584;27;31;73;Reserved - Korea Waste
7585;73;54;66;Reserved - Korea Waste
7586;64;73;68;Reserved - Korea Waste
7587;226;72;124;Reserved - Korea Waste
7588;24;226;179;Reserved - Korea Waste
7589;41;73;34;Reserved - Korea Waste
7590;62;76;66;Reserved - Korea Waste
7591;76;68;26;Reserved - Korea Waste
7592;68;226;205;Reserved - Korea Waste
7593;224;196;163;Reserved - Korea Waste
7594;229;27;91;Reserved - Korea Waste
7595;193;175;81;Reserved - Korea Waste
7596;94;193;101;Reserved - Korea Waste
7597;193;154;129;Reserved - Korea Waste
7598;100;196;62;Reserved - Korea Waste
7599;193;124;100;Reserved - Korea Waste
7600;166;221;221;Reserved - Korea Waste
7601;237;179;177;Reserved - Korea Waste
7602;198;160;127;Reserved - Korea Waste
7603;124;110;37;Reserved - Korea Waste
7604;106;226;104;Reserved - Korea Waste
7605;192;183;226;Reserved - Korea Waste
7606;76;57;41;Reserved - Korea Waste
7607;132;232;150;Reserved - Korea Waste
7608;205;156;229;Reserved - Korea Waste
7609;105;175;154;Reserved - Manchuria
7610;193;141;106;Reserved - Manchuria 
7611;91;175;63;Reserved - Manchuria
7612;78;118;252;Reserved - Manchuria
7613;86;172;175;Reserved - Manchuria
7614;41;173;107;Reserved - Manchuria
7615;193;185;114;Reserved - Manchuria
7616;229;144;75;Reserved - Manchuria
7617;149;226;115;Reserved - Manchuria
7618;229;201;183;Reserved - Korea Waste
7619;118;163;93;Reserved - Korea Waste
7620;65;163;133;Reserved - Korea Waste
7621;163;140;146;Reserved - Korea Waste
7622;181;182;191;Reserved - Korea Waste
7623;208;228;244;Reserved - Korea Waste
7624;118;219;226;Reserved - Manchuria
7625;127;120;226;Reserved - Manchuria
7626;15;119;93;Reserved - Manchuria River
7627;117;55;36;Reserved - Manchuria River
7628;90;119;64;Reserved - Manchuria River
7629;168;50;95;Reserved - Sudan
7630;47;48;33;Reserved - Sudan
7631;158;85;72;Reserved - Sudan
7632;119;229;201;Reserved - Sudan Waste
7633;242;159;87;Reserved - Sahara Waste
7634;80;170;80;Reserved - Sahara
7635;160;170;169;Reserved - Sahara
7636;99;181;175;Reserved - Sahara
7637;100;244;182;Reserved - Sahara Waste
7638;181;166;112;Reserved - Sahara Waste
7639;87;178;88;Reserved - Sahara Waste
7640;100;173;122;Reserved - Sahara Waste
7641;133;69;168;Reserved - Sahara Waste
7642;170;137;114;Reserved - Sahara Waste
7643;90;106;145;Reserved - Sahara
7644;145;108;49;Reserved - Sahara
7645;102;41;41;Reserved - New Zealand
7646;98;102;64;Reserved - New Zealand
7647;191;255;240;Reserved - New Zealand Wastes
7648;255;67;50;Reserved - New Zealand Wastes
7649;104;86;60;Reserved - New Zealand Wastes
7650;153;162;163;Reserved - New Zealand Wastes
7651;32;178;83;Reserved - Sahara
7652;178;116;66;Reserved - Sahara
7653;192;226;202;Reserved - Sahara
7654;226;213;154;Reserved - Sahara
7655;71;124;71;Reserved - Sahara Wastes
7656;92;183;78;Reserved - Sahara Wastes
7657;168;176;193;Reserved - Sahara Wastes
7658;139;249;237;Reserved - Sahara
7659;162;204;124;Reserved - Sahara Wastes
7660;127;244;209;Reserved - Sahara
7661;234;60;89;Reserved - Sahara Wastes
7662;174;232;129;Reserved - Sahara Wastes
7663;32;119;71;Reserved - Sahara
7664;115;221;150;Reserved - Egypt
7665;221;119;68;Reserved - Sahara
7666;207;226;201;Reserved - Sahara Wastes
7667;90;127;94;Reserved - Sahara
7668;181;57;70;Reserved - Sahara
7669;124;98;59;Reserved - Sahara
7670;175;58;65;Reserved - Sahara
7671;122;226;146;Reserved - Sahara
7672;64;132;69;Reserved - Sahara
7673;226;113;47;Reserved - Sahara
7674;226;191;177;Reserved - Sahara Wastes
7675;193;226;136;Reserved - India
7676;224;143;56;Reserved - India
7677;145;226;127;Reserved - India
7678;183;226;149;Reserved - India
7679;226;224;217;Reserved - India
7680;97;226;93;Reserved - India
7681;242;226;82;Reserved - India
7682;244;149;53;Reserved - India
7683;226;186;183;Reserved - India
7684;226;90;104;Reserved - India
7685;198;16;9;Reserved - India
7686;199;226;202;Reserved - India
7687;153;224;103;Reserved - India
7688;226;192;147;Reserved - India
7689;221;226;124;Reserved - India
7690;128;191;146;Reserved - India
7691;27;149;173;Reserved - India
7692;4;112;58;Reserved - India
7693;106;145;119;Reserved - India
7694;48;71;107;Reserved - India
7695;115;226;182;Reserved - India River
7696;186;221;68;Reserved - India Waste
7697;102;226;125;Reserved - India Waste
7698;150;120;96;Reserved - India Waste
7699;224;188;188;Reserved - India River
7700;137;234;136;Reserved - Balochistan
7701;232;216;141;Reserved - Indus
7702;59;210;226;Reserved - Indus
7703;137;255;153;Reserved - Indus
7704;156;229;174;Reserved - Indus
7705;255;242;61;Reserved - Indus
7706;95;198;162;Reserved - Indus
7707;67;204;112;Reserved - Indus
7708;99;204;145;Reserved - Indus
7709;152;112;255;Reserved - Indus
7710;255;132;216;Reserved - Indus
7711;109;242;175;Reserved - Indus
7712;176;136;201;Reserved - Indus
7713;115;204;32;Reserved - Indus
7714;75;127;89;Reserved - Indus
7715;206;164;59;Reserved - Indus
7716;206;164;59;Reserved - Indus
7717;102;255;117;Reserved - Indus
7718;119;255;245;Reserved - Indus
7719;255;22;84;Reserved - Indus
7720;255;196;173;Reserved - Indus
7721;255;236;170;Reserved - Indus
7722;172;109;255;Reserved - Indus
7723;178;255;188;Reserved - Indus
7724;177;255;99;Reserved - Indus
7725;255;223;216;Reserved - Indus
7726;242;255;250;Reserved - Indus
7727;193;186;255;Reserved - Indus
7728;244;140;102;Reserved - Indus
7729;201;255;66;Reserved - Indus
7730;216;214;158;Reserved - Indus
7731;255;181;190;Reserved - Indus Waste
7732;127;255;221;Reserved - Indus Waste
7733;175;154;77;Reserved - Indus
7734;41;63;32;Reserved - Central Asia
7735;56;124;39;Reserved - Central Asia Waste
7736;155;175;116;Reserved - Siberia
7737;76;74;55;Reserved - Siberia
7738;90;226;186;Reserved - Siberia
7739;70;160;69;Reserved - Siberia
7740;89;160;122;Reserved - Mongolia
7741;54;135;47;Reserved - Mongolia
7742;126;155;124;Reserved - Mongolia
7743;166;170;160;Reserved - Mongolia
7744;143;173;131;Reserved - Mongolia
7745;105;173;129;Reserved - Mongolia
7746;127;255;206;Reserved - Mongolia
7747;84;175;92;Reserved - Mongolia
7748;35;175;164;Reserved - Mongolia
7749;160;214;212;Reserved - Mongolia
7750;78;224;168;Reserved - Mongolia
7751;255;193;212;Reserved - Mongolia
7752;158;89;72;Reserved - Mongolia Waste
7753;145;158;121;Reserved - Mongolia Waste
7754;119;86;98;Reserved - Mongolia Waste
7755;82;122;132;Reserved - Mongolia Waste
7756;106;155;91;Reserved - Mongolia Waste
7757;126;155;124;Reserved - Mongolia Waste
7758;155;126;93;Reserved - Mongolia
7759;66;139;155;Reserved - Mongolia Waste
7760;73;155;95;Reserved - Mongolia Waste
7761;229;144;105;Reserved - Mongolia Waste
7762;39;135;95;Reserved - Mongolia Waste
7763;41;124;90;Reserved - Mongolia Waste
7764;103;124;124;Reserved - Mongolia Waste
7765;214;150;113;Reserved - Mongolia Waste
7766;101;229;50;Reserved - Mongolia Waste
7767;133;158;131;Reserved - Mongolia Waste
7768;229;177;114;Reserved - Mongolia Waste
7769;224;207;188;Reserved - Mongolia Waste
7770;168;224;148;Reserved - Mongolia Waste
